Plaintext,Ciphertext,Algorithm
c38kLV9Hnh8Ybqp19VI0reNyzkjKfZ3m8hAFaGdxzJ4x1A16zD9W45cyoSz7jfKGZzxxdtLsXWYqtPcC9BzmRtMXmToKAwatPMykDmi2kyiB41hfs9jqnYAQi61Vv8PJSurRjgRG2GO49cIVF8M8,f38noy9kqk8bets19yl0uhqbcnmnic3p8kdidjgacm4a1d16cg9z45fbrvc7minjccaagwovazbtwsff9ecpuwpapwrndzdwspbngpl2nble41kiv9mtqbdtl61yy8smvxuumjuj2jr49flyi8p8,Compressocrat
mJvZp4iU99s8D9l4xQdxIpopq8m80cZSpefT1x2QHFzbxUrx3DXUy6SKRrFvYDzLT5UZrUX856Ov8mx9pBxKE2rzy7UMXGy9ZeBn5riflvsxbIS6aKv717N68tGf,8qxXL87i7 m9mQy5xMl7Jl8H6U9XvNsp1Dzvyrv UIerv52B6 ZxczKrByx8pQZbRUx9bt9pfxY6rna 4dSxrXKZIGD82UTmUf1 9oT3DOz5K ixpUF8EeSfv40FSZpGs6,Complete Columnar Transposition
aD3ripxXTLhrlyh70sdQ9qPILmpY5k8A0htXu4tnTZdCKAoQXDog96R5bbIPRUhF8H0w6kj7hfxUJCf67Jruknx0QrV5lB45GZDqr2RP4RFdhFmP9k3P70RbSHAYv,dg3ulsaawokuobk70vgt9tslopsb5n8d0kwax4wqwcgfndrtagrj96u5eelsuxki8k0z6nm7kiaxmfi67muxnqa0tuy5oe45jcgtu2us4uigkips9n3s70uevkdby,Compressocrat
mDahr6dP0c7WOSw0j0C7Ieb77xuPHQccb6jE2RlUietluDQ28mhBbMto9KSYhX6nWzHZOSfFk6cmhmyNwwTjHXzl6UbMPlKUO2FYpwiUx9Nw053QRn6pjkjOSX,6IEhzwU3 PbRbZT2R r7jmWNK5 DjcQXhMNXSHlS66Uj de2BHwOQ 7xiofXpp m0cDhmb9Sa0b26mPw OPtKklik 07lMOjFn wQuYcUxO c7UtSHY6 Wue9Fzwj hC68nyl0 ,Complete Columnar Transposition
BBfGwcEzf6dJDcGlyMFY9hWGZk12mycgaFhjzgwP280Jo59JRJO9lTf92FQY1OB7TWqI3qXzEmuCWqijn9nSjj8k6TGbOgWMsqjwJQ2VKjT0QRO3llU9wzdyl04N,wMcJ2qnMQ0flm8fIngTy6WjROukJl BG22TqjOjdz9F9YEjj3 JZgO7WT29 fhhJ1m8wl Dkw9TqGVw EYa5QzjqONBc1PlWibKzdGzJBC6QU cFgoFXSsR4Gyy0939W0l,Complete Columnar Transposition
zRYFrg0paFQuo2J8tXhPJuja4QeoXylzQdGYsQzoK1UEQxyeuUrYEcxuqKeZl7OQexfBUreeKX6RvvBrbK7QfKUyLnLuCJFwZldEZaZibqkBkQaeN3PFgiUQfjte8mK,Y24YyKUrLaNeRoaGxqBBnZetzujdQufvLEajgtozUle7JbFKFJQseerbuZ38aPl1EQ6KZBU r8eQuZeKCiPmphyKYOXfwki QuQExxvydQf FJzUceRUlkQ 0XXor7KQFqg ,Complete Columnar Transposition
kBF5EofZMXliCPyRWbD9vSK9HINEPIAwp1O7n8ORK56SStmhMfOXyvtmb9GRUYLOvlohjckhLew1bXwFZyrsKODZ6sEaTdaiA9JDzttIQWBFztKCLC,MvpSbjZTQ EWPKyvb6zLi97hRhsiF FyNOOLwDJKkCHnMULKAzZ9wSmhFaI XS1t9cydW obI5vlXstClKOmGkraB 5RERXO1ZDCfDA6towEt BPI8fYeO9t,Complete Columnar Transposition
pwuSoEmcLVyrKBNl9DCfh4OKPwiKSyoundSxLDUalxwhkHkDARnBtpf2uNs6HN2J1KWvNzw7sAQBptvWq3587sVotTqYeY5tNhzK7MLpWMp1T82qrLCsoK4r4AqbHWR1QSJkjodL,wNKlpWWeM4kKwUB1tqpoS pBiatKvYWKJyKLR2BtMC1 rPDnJpTLsQ ECukNw8N8qLoDohuz5tTAdS9yw2N3514ochdk6sszqH VOxANQo7LR ulSxfvqYprjmfnHs77h2b L4SDHAVKrW ,Complete Columnar Transposition
9a5WKCidSlh3EWcEut52HwmsOTYAxvEZLi2XicpactrKB2ty7ejUNoKd0bj5V3wgiXhnU3Dv2z3wHTMzmvLvOR1E9aJ8BZf7KNn8eqTxJtmqSuzyofeo,9d5znflgvok3hzfhxw52kzpvrwbdayhcol2alfsdfwune2wb7hmxqrng0em5y3zjlakqx3gy2c3zkwpcpyoyru1h9dm8eci7nqq8htwamwptvxcbrihr,Compressocrat
slqAnPgbtoQCTLAGVSRZQzY0I1bcJY58PuTT5jK3ryWL9dj4ZPfPQFC4seDqmctn1udjoIYY1x8dkk0JN8rBzvlCWvU3W7WkmmiHjNYoaibivzKgnn4aobomqADCeUShQ5BYDx70aC2,nRPjm8WYoBLcy4IBmgU AS8dqxCNa5gQTZtkUaoDsAJWsYzinSC13Fj8kzCClGYLeYvHnhtY5f10Wbq7PZu4cdvobYQIKQdNWvDao0jPuJ7iA0bzTPnk3imxTbrCormKe2qV59D1lj4Q,Complete Columnar Transposition
f85l6oVLJXq0FkpbnrT68YiciIsDe8ZLZVZ6XbfDTk9kQZisd4xdC04UA61qQ4IDUX9g16EPOSFu0qAgNY1M73l7qdyxOIoI36CjYREOjvG37elju,fJniZTdAUONq3ju8XrIVk46XSYd6v LbcLDsUDPg7IOj 5qTsZ9x19F1yCG 6F8eXQCQ107OY7 VpiZfi4IEAloEl l06D6kdqguMxj3 okY8bZ046q3IRe ,Complete Columnar Transposition
FpOmCKX8eYlgiffdhHD9GcpSwSJAZ6VNdQ655eD2d30FsScZO7oMjwgLNNqSwlMuV45WhFgllj5F8yVqpoJDlkbx2sjjhylyRuRZqL4Py29m6mVVaSI0mmsstC451,isrpfna8hbojliigkkg9jfsvzvmdc6yqgt655hg2g30ivvfcr7rpmzjoqqtvzopxy45zkijoom5i8bytsrmgonea2vmmkbobuxucto4sb29p6pyydvl0ppvvwf451,Compressocrat
Zka3xNRyXGRweNX3umYRCFqNS5lzBOQnk84MVuAorlC6FEuYkk6wKjbAf4zwIfjZMibPxKU7kjLsheu7397XAncjLuuWQSLzoBpDQUZjPAl0NUs,3NN86jZjXSj kwFnlwf79WU xXS4FbMLALP ymzuY4PejB0 N35MEAisnzA aeqkCKjk7QZ GROokwK7uDU XYBAkzxuLpN RulVufbhcol ZRCQr6IU3uQs,Complete Columnar Transposition
nUgoPIW2ccrKI22oT2ke0Pfl2jg81lYexVsGQ64hTxIj3BIAIFzt5agWLhHuqJIdyttWi11RacYylK7G67FCOHEp1uHuXV9yOzs83zVtXVhMBUinsQlhNjT7BZ,P22s3gyYO9Xl WTgQILtlEOhN 2286AhWKpzMj IojGBWtyHyVh celhFu1Gu8U7 nr0YTzq16H3iBck14IHi71sBT o2lVjadcCVtQ UKPextJR7uznZgIfxI5IaFXVs ,Complete Columnar Transposition
qInYhsUF8G64KX3S3hfE3NCj0WALNMNrKSHgPkGSmhVJbdo4BBAbVSVkTadaw7mVkIvmIzm3gauOcuZlrp4H5pJTa7wJSk7A1ZNkQXKXNddCzISBk0DWB7p2ol2J4n43GN5yRY49nn0EA5VfGvOh4,60GVvr7z2n XLhkzHZBnE GjkbIlkCl9 4WSSmpAIJn sES47O7X7yvq3NVTm5Nk4A8CPAkZSdo44hfKowuaKB5GKAmVI41S40 YhrdaaTXWNfISMJa3pk035FNgBVuJd2YhU3HBmcwNpROn3NbdgJQDGV,Complete Columnar Transposition
5oTMjgRI2GUow5lDVMU2eHEuT8WV8Sbz85EFygPcBWOUx0LkaO57IHg2P0rpXeNiDMC9AhD6GShwLAL2IPpIStwQFlVRbT0UjSzyxS90zIyWkN3wK1giuCntNG,RVWyLPCLwjyu 2U8ParALFzkn ooHzW7e6PRSwG5UebB5XDIVx3NIMVgk09AQSWC TwE8OINGpb9K jlTExgDhS0zg M5u5UHiSIT01 G2ScOph2lyNt gD8F02MwtUIi ,Complete Columnar Transposition
3MbCrOEjWNABLteWCKNzFbJaJYMDtRRFqJwRN2Kszre9GmZMZG2thADps1DH8OvnzULIZIgysXLIbqsuaYMkQOGZz4au9kh14ckzi9DczzsJM5db1IlrI1qwHgXoaJ4IKJm3QZcvEtQ0IJpNMVE,rCtzhzbzi1aE beMK2vLGkdXcECWDstnIZzbov NbJm1IYkz1JJ 3LJNZ8sQ4MHQMAJwZDgMhsqmp jzF9pIuucrI0 ENReDLsaDl4Q OKRrAUq49IJt WFqGsZa9zIKI MtY2GOXOc5gZVBaRMHyk1Jw3N ,Complete Columnar Transposition
ancRwUyWRzgL43XMwPnb698wysgJqXKm0CIQ25sBCKdGWE6U6bPhHEkA4PZcbhOWnBx4Shdor6st8qiMM8czErQv9BJ57z06xkt8cyjYXihu6wNMB,dqfuzxbzucjo43apzsqe698zbvjmtanp0flt25vefngjzh6x6eskkhnd4scfekrzqea4vkgru6vw8tlpp8fchuty9em57c06anw8fbmbalkx6zqpe,Compressocrat
tE5ytIsRYuxMoMBukg200oIouaF1fisvUwngkS135MdaVpziQl8f73e7TXEp7XOjODFkBXrIPIUpNwJuTRuJuklLQtkR1wiT2ugzhGuFxNfCedv6dH2OdxtMfqCDtrEoWxOnwXjtC3HUV,toukQ7Pu2efw5BF18OUlgvCjs2sdeFJku2EHuowpXXRwNxx yu13fjpLz6DtxInzEruiftO Y0UVTBT1xdWVtkf57ONQhdtCIgiM3DwtGHr3MogipIJTCMn R0va7kuRFOoUEMaSlXIkudqX,Complete Columnar Transposition
voFGIbomhHnAf3YeSmp0PH6MlB7cGEGI4lZ6JewYlEIEmas0JBluReulhCStAu1Qn7uUoEZZYGdgGK3gwBREmsr3yFfVECVy7kLZzL7eton0ziLM,o3BeBuGskiGecYuQg3ZMFY7wl1drLLHHlaCEBCo m0IElUgVe hP4mhowEt vflJJAYm7zbmEEe7KFL ISGlRnGyz AM60tZEy0 n6ZsSZRVn opGIuu3f7 ,Complete Columnar Transposition
IMJvEoKbI5o17RTvkgTfIMAQHs5skPsyrV8GXHtNW851QNUDLxCkJ64x0X4FvOTKwWHi8HVh1LdljeCVLDUIMQ5Q2O1e0itHImOM63C5fDa7vWLHt,1QGDFhIH7 I7HXLv1MIvJT5tCTd5OLbfy1xiVe5 5MVNXHDiD oA8U4VUta IIrQ08L0f KTs54HC1C vvsNkKlQMHEkkWJwj26tMRsHxOLQmWogP86WeO3 ,Complete Columnar Transposition
UnObnHGvWB2IhXfKpNF1Ifr86vKa40bVYNQ6391UKO2k1gCDKdxujJ3B7BLno0YxfO1QuVGIWbWUD9VaX1QumiRzbVVhhKpYLfap92Ii2KEtiP3uwhpUBcKdS,bp02Bu1ptSvINCnWiau HFV1BGuLP G1YgLImf3 Br6K0Wz9h 283dYUb2p OK4O3QXKEdnNbk7VQYi UXKUjOVh2cI69xxDVIU hv1uf9ViB nfaKJ1ahKKWfQDobRpw ,Complete Columnar Transposition
e5v7SYYHFnyWzi6CfnSwGUMzKpnwpZNdTaOvIu3W1BfxO9sCQpfPv3y0ypLFKlwwY4hgyspz9RNcQi1G6pEFlDb2kIMAXPyAav6pslHfyZqqe0TRAec5gNSD98uO5nvI30O6tA1,v6n3fwNb6Tu1nUa9pspPZN0 Hwdx0gGAf5I FGTOyy6Xyg3 YSNfyh1MHcv Sfp1vYQksA5 yMOsLpEyqSO 7CwWPwc2pRO WzvCFzFAqD6 5ipuplRDv08AYnZB34iIlen ezKIQK9lae9t,Complete Columnar Transposition
qjFAnBi72G3gqOqRrDhHWLoLuYn7bKAKZcAFzqSW36Q3MO9S6aKllGIW2r8NGDWr3uW9wh2Tp11XvIV5Di2FhDr4mbP9BZJ9JhYgWy110rXUX1,7RLKWSWrT5491 BOLKqOGDhIDZy1iqoAS9IW2VrJ1 q2ruZ3623pDmJ0nqWbzMlGwvhBWXjGDYc6aru1ibhrF3hnAQK8W12PYXAgH7F3lN9XF9gU,Complete Columnar Transposition
ECPVw9GoUonzsWECa1qgoTaMaN6h88wmG0O3AblIiziwqYkc7qeP2k33o5fNcUPwCDiarWrebdTSFSL1TrgKnkrxXp1JPedNETNtg9O7jjWrI8DbLUVJEjVyq37KAnllxfF1tYjlsaq14SPRn,hfsyz9jrxrqcvzhfd1tjrwdpdq6k88zpj0r3deollclztbnf7ths2n33r5iqfxszfglduzuhegwvivo1wujnqnuaas1mshgqhwqwj9r7mmzul8geoxymhmybt37ndqooaii1wbmovdt14vsuq,Compressocrat
BgSyndEajIzCSPkd77jXccMvXYpz5ZAUieKxmA9ILbavDEMubdgFpiv9ZK9abZDnNDfmWXcPCkkfgnI0yKcVGE4ePyFjlhbZ0qu37TXrVAYhFhKkJZ9eE1aDqtpAdj0oWts2Y75ilxjfPza,ejvbqghdmlcfvsng77maffpyabsc5cdxlhnapd9loedyghpxegjisly9cn9decgqqgipzafsfnnijql0bnfyjh4hsbimokec0tx37wauydbkiknnmc9hh1dgtwsdgm0rzwv2b75loamiscd,Compressocrat
V0CZ1E4lyNbnRlAPOwugo7iEAfPDM0tUJbRir8w0SwLIwhyciggKQhu97IL71fkZBI4zWSsUMZI4AqEJBY46GRAinDyd6aGHrtDqbGVoC0QJfKhKcFsN2KifBtcdzKVUW,y0fc1h4obqequodsrzxjr7lhdisgp0wxmeulu8z0vzolzkbfljjntkx97lo71incel4czvvxpcl4dthmeb46judlqgbg6djkuwgtejyrf0tminknfivq2nliewfgcnyxz,Compressocrat
C88cGkhoK9HAurBljT2akekmVUFR8Vj3aw5va4nWnadbbJHypYsVTzDpLhNaaHHKXXKfhqhzZabL922fyKWVOj0piRFm7DV1LRI8XKUDVTNcyaIYUvtI18f8236JBEq,oevYK2mT8 8jjbNZ0Xt HVnTKyVy6 rRapqVRYE hk5pH9FVf 8lVbhzj8v kawyHLRD8 G2aHabiU1 KkasX27N2 9m4VXfDc3 AUWzfK1aJ uFnDhWLIB CB8dLhOIUqcT3JaapKI ,Complete Columnar Transposition
f7gH4fufQMJPxSqvGjWK9ZtjbmOqZ2QaexnuWprAAbCuy8KMMqsL4Tr3zBCjTdgdJir4PUbZiTXI6fSGj6iPoGCM7Xs9aj95zjcHwG4eFqSu5iDoY6wOmAtk87owDbasfkNgXJ8iJS,i7jk4ixitpmsavtyjmzn9cwmeprtc2tdhaqxzsuddefxb8npptvo4wu3cefmwgjgmlu4sxeclwal6ivjm6lsrjfp7av9dm95cmfkzj4hitvx5lgrb6zrpdwn87rzgedvinqjam8lmv,Compressocrat
h4cdDMlodqBAbdfiJpHjDfbfU4V6lm5iKV7OBewfibP5q8ITxaFVBBWuo90X5U6WqtyUc4tPl5jCAo2Oty09bgNfvpaxFUVZOn9UtF2jqpwJ9AfFAIkk8uWgVRi0DQ8lzCaGz2A,k4fggporgtedegilmskmgieix4y6op5lny7rehziles5t8lwadiyeezxr90a5x6ztwbxf4wso5mfdr2rwb09ejqiysdaixycrq9xwi2mtszm9diidlnn8xzjyul0gt8ocfdjc2d,Compressocrat
D1fQkLdOnxacA7gZGtGKEtjipu3rZntdtUA4VWyJj8hjfvYOB1qMVWwkwqKYlbzQSrZsP0fXhgQTNFXmIJfHjDpa2QBotovRLYsG33GZlUeHHrLZAIbzzq3Xbw2g0gclfk04xtmQVrfZ,kgpAfwSQjvlb0m OtrWOqsFaYHqlr dG3VYwZNpLezcV fAjthVzhftGA2x nGZyBKPX2sH3ff xKnJ1Y0mQGrXkZ LZu4vkrTDRUzgQ 1ctd8MbXJo3Zw4 DaEtjqlfIB3Lb0 Q7iUjWQgHoZIgt ,Complete Columnar Transposition
FjgTUP3GyddmkdSmgMCJ0LNM69dffZrc8ant67E0hpgWSFVgL0DWPJAcXVg4OWy47jW8wRTNWdUGqgLPs2OD0Hv3x6aOhen9CvovHkThbE7kJHR31CHVaEiXDMWdT,yJrpP4UHCki dL8WAjq3oHD gd6tVVwPak1dPgfE0ONOebV Umd7L4T2hhH FmNaScWgxvRMTS96ggRsOTCTd0cgJ7GvvJX 3Mf0DWWDnEa jkMnFX8L6H3WGCZhWyd097E ,Complete Columnar Transposition
5mRM4WLOyqEFXhImFv1ocC4AJ3g55alZsJaRUTJxYwD3GcakPqQ3smZXin4z9lk0hzLcYyMQWyJw2DqzQEbyZCRRweBNShpK267xSV848jfudVh1A5t0jy,MXClxPnLwZh81 4h4ZYq4c2Cp4A LmJJD39yqR2jt RFcaJkizJySVh WIAswQzYDRK85 mEo5TaXhybNSV yvgRGmkQQe7uj OF3a3slMzw6f0 5q15UcZ0WEBxdy,Complete Columnar Transposition
2nSVShNI3oKisI2sGeobat6gVBMZZe0au2ocjgx6eyEUxWZTJySszTYpoQ37N3votJffaub0h4Wr6FAqXjFG0ZLYB29huEpJvuVW63hiIXe5C6FvZgioLxWKFGgvxqjy,2qvyvkql3rnlvl2vjhredw6jyepcch0dx2rfmja6hbhxazcwmbvvcwbsrt37q3yrwmiidxe0k4zu6idtamij0cobe29kxhsmyxyz63kllah5f6iycjlroaznijjyatmb,Compressocrat
WV1xXrBXDDjcweCgbDnd0GDhxyZqWPEIPWoEQUdngFutoHbXl4Cs0e1tG2uTDQlydkKlvqXWzRHzj5ClJH1tcCABqiaCP5yRnjE8e31Tn8vnUJ96zEASiwMin5HBUG1EMdA5QSbZq,XnPbDHq1iAcynelHRJB XGE4y5C8iSeqFtqtj6G wZg1v1n9U VgPt2WC8EEB0olljanMQDDQCdCPvnbrdWXQziTw5WCWuGXcEz11bEouzAeAMxDIHTRB3Sdjxd0KJyUHqDhUskl5n5Z,Complete Columnar Transposition
mKAVf95uM2CB8qXaumRPVuACdVEGM4DFTvwqkB2eLT3bp1YHqj2lEn3zV1iDUnldTll8PjEggWe1D1xP4FBMh9FgBkdXskN4Ixhsr1JzKJocxl8g1B9LanL2Zllb5lVA9KYJag4rlRzr,pndyi95xp2fe8tadxpusyxdfgyhjp4giwyztne2how3es1bktm2ohq3cy1lgxqogwoo8smhjjzh1g1as4iepk9ijengavnq4lakvu1mcnmrfao8j1e9odqo2cooe5oyd9nbmdj4uoucu,Compressocrat
4vRa8csLmnlA1Dlq6ryKo2h3ZCkKrYCBp6JaIo9KcVzW7uqdk4wNUN0JugSMoVMoiDSkWFlI3fk5Kh0yowPdtXK0Bdi1BTACzPv0kD3kJPtwnLFq,cyB7gldzLAZowoKd3 vlKcNSyBP8rCWuFPCna6YzJWwAwl3I4M5BD RqrV0koTtsKpuSItPFnhakVk0k m2JdofK0 1C9Nihik Lo6qM3Xvq4DkKUD01J,Complete Columnar Transposition
cIaQT7gK912kMcklXe5xX08t40pNcrqIK6cLol5kw9mpnla9kpwecjZx5PZvw2dhN4UovsvYTR5co2zLG0JZJsSYnNmWXpm4ks2pz6kLBiaZIbwKVVIPohi1,7er9j42N6V 9XKn5vGXBo 28caZvJmai QlNkehcYpK ktL9vYZ4Z1 106lPs0pih g5qmZUzmkI KxIpxoLWLP cM4okwTJkI akp5wd5S2w Ic0lp2Rssb TXcwcNonzV ,Complete Columnar Transposition
jp9FzmeEDtLxrke6aylMX3rPfKn5CvNYgLilzCeSogExoUzi8B28rEujQ2GO6zqyg55jSb4NBhCZXobaKLkQV4I5ru3irdmkTgewSo3vwaugrnUXigLOg,t3LU2bLda 9ene2qCIeUmyvgE5ouogpkKCBzh4gnelNEu5b33LzaCorgXrSixPliONQkg EMYxjjaivODXgoQSKrwgjrfz86BVTrLrizG4kmu F65S8yZ5wX,Complete Columnar Transposition
SVq3ijfGIpT0qOZRuS7IYhLlV7atXIEFcBFOy1Km9n4pWkLLJBwgw3N8dkvDTIQs9Brd4HvOGYYwVHHm1VIkXuSBTYEizYlbVGrzEiQLXkxt7n3XO3uVxfYLzkJkll3waWgIl,IhFLTYSzOl j7FWkvkVnJ SOamwBHiXfgpLOJIYBE33 GYBLDGurXl VZt93rmzkYI3uI484Vltz iSEpdHIb7k qRXnNd1YxLlfIckvOXG3k q7Kg9HELxW TlyBQwTiuw 0V1wsVYQVa ,Complete Columnar Transposition
f28kYkp7rfsKKlMaYaMSPAzk1SCciAzaq615v01d9LxBmleE1sPcbToNedVWfKopxWmINlikt1Dff8Loy2aScA9b7HjDFQcuzrzh7RVA11dEB3,fSAdsWloHh3 2KAaLcKk2DR 7ac0EdI8brE fsPz9Pfiyj7 8KzqxbotaFV rMi11VNL7zB kaS5lNWfAu1 klk6BTp1SQA YM11moxDcc1 pYCveemf9zd ,Complete Columnar Transposition
lmrBfC0BQj2oRhn34mYAhaP7YNqsTf9Bti8mTgywr50sh6VmDlDEQ5yHxE8A56WcB2SnYqMslNc0r4BZeEu2vgGJCbf12FNNKmltSlc4ksJoCtrXreXFkorwBXvYmG0yKqCKWakw3sX,opueif0etm2rukq34pbdkds7bqtvwi9ewl8pwjbzu50vk6ypgoght5bkah8d56zfe2vqbtpvoqf0u4echhx2yjjmfei12iqqnpowvof4nvmrfwuauhainruzeaybpj0bntfnzdnz3va,Compressocrat
Pa9aMvoG3vO4uEV8rlfzUrpuXLMb1ZcLXoEIeqRBdtF2POAVgsoDG96HqrnDdzUyfIWC1P92w4Aq5A2DiR4yWozJ7Z59YexQt4SfHx0HVMKc8djCE7,sd9dpyrj3yr4xhy8uoicxusxaope1cfoarhlhtuegwi2srdyjvrgj96ktuqggcxbilzf1s92z4dt5d2glu4bzrcm7c59bhatw4vika0kypnf8gmfh7,Compressocrat
spxAW4Bcv5coTpCr6BLGpnbzEPCQnb0zESY45hJ7ilVlAA42E6KPrXfNbXGCGPGBvnGWvRMZ0cyEWnKAntR0kSGSN32GWEzbV2uZOu2b2QOtKii,vsadz4efy5frwsfu6eojsqechsftqe0chvb45km7loyodd42h6nsuaiqeajfjsjeyqjzyupc0fbhzqndqwu0nvjvq32jzhcey2xcrx2e2trwnll,Compressocrat
bAznl1dWezWkK79R54aEm8ZLLlX1G1NfRK0I7kFhJjASu94XnXZoDfDV67aIB01tNqkzLskbnTSLIR9Qp4fRXp9utROMSbhswXKNACbyMleNv0ICmaxqMHk9roJ6GVXrQYpZdSjY3S,edcqo1gzhcznn79u54dhp8coooa1j1qiun0l7nikmmdvx94aqacrgigy67dle01wqtncovneqwvolu9ts4iuas9xwurpvekvzanqdfebpohqy0lfpdatpkn9urm6jyautbscgvmb3v,Compressocrat
Rhv4PHL3WW56dgyP2q4XL6UQj52PGfvam8CXchEd7MjAOtcC4dnbGOIcHO5392eDkzjHkM8AJlP3Xs1t1HuW8bQ2bDjHGQL9v8KlPPDOrfeAIaB7LRhUM45y2hkZ,3UhGHu8L 4484D1QIZPXCdktLa HLXnz19B h2ac2XHehWjdIM8lh gGA5lbO5 dPjOJ2D4 557c8bPU 62MHAQPM WQEOkWKR RPvt93jf2vqmCesGAkyfO3PDry L6cbjHv7 ,Complete Columnar Transposition
mR54qrrnuZMyOPlPqvHR04F5aflaVVsZQ7QjtkQ4xnAMbLf87j9oDxpalJ6rKCz007TdpNyPWCai6Wspyui2W5StcwwoSWBqGWfSI0CYxX8rRbp3z0Sr145GIjhw3TKCFpHxr8Tz,yf4xduqbw uFt90sS8ITRPVMJP5S0CrR78CiwY4xqHQfKacC1Hn4jj0WoXG8MaQDTyBRh Z5ko7pWrjzmlVAlyWfzKr0Q7z6wx5rOlxppiGp3 PanaN2W3T 4vZLrCt0rp5qsb6WSISF,Complete Columnar Transposition
LtK0F9624Q5liVd8qlMHylk9AKNiayAze9D87KLAlm5wyNL648MQ0jL6VMY8UJpnuWJVE3zJGDTFCNlx6XBathpqHldH83Zq5M0pgumMHVmWMfjizaba5estdPQSD7zj1NUV8,4lN8yjpJ6l0W57 t5HaKL6uDBHgfsj2qKDw0JzxHMmaD 9d9emM8ENpqHaQVKlyyL6VWTa8ujt1LQMi7NLnGXdpMez68A95QU3lq5VbS80ilAA4MJFt3midNFVkzl8YVChZMzPU,Complete Columnar Transposition
nHZKFuj5O1IEicLNIBPu1QytkVYQ8Sis6avNTPjdHlov1obK7FBBM8ZgN8qJ5Nzi68K80XI60cP2xzIi4afEQxpO7aCNAAg7HBKvEjWWP6UP9Xs,qkcnixm5r1lhlfoqlesx1tbwnybt8vlv6dyqwsmgkory1ren7ieep8cjq8tm5qcl68n80al60fs2acll4dihtasr7dfqddj7kenyhmzzs6xs9av,Compressocrat
9eQmEQNu2zgadFFFmPkeFwdoAfWKWQl9cjSv1NV1LMUeLmHEmnDcmtUlZs2tr2CsJMaXrFBbCV9IA3iXoue794aS1EAueXWMeYEOc6SJ2XwfESp9Qk3ILwfrwymq,maeKvectXI7uOfIqQFwQNmt2F34X6Sw uFo91ElsbXSMJ9r 92mAcLmZJCo1e2QwNFdlVHUCBiaWSpf QgkWSUD2a9eAEw3mEdFW1LmrrA9ecEL ezPfjMnsMVuEYXky,Complete Columnar Transposition
u51CqrTZNzQxpMQh6zdPF0EadsaLp51ZaTtu5thIrbWpM7YTIjlfZIbRnLyzXkX8VUcpGx60IJzR8rOSVbQCIIajzukMSvf5ysSBTMn3nUpvUAimd7mM,56ZYk8Mp1zaTXrSvQsrR6ITMCdTI8OvUrFulUV5iMppyJz3 zdIbxIBmZEtZpQsdT05fcbympLWLIjn xabn0aM NahIGCS7uh17XRkUQ5Mzzun qPtjVSfA,Complete Columnar Transposition
MSNfI1U0SO4s3offmR26jZyyggvIrJvJdvkZzplQhhMPzcsDZRRkjbuoM5ERaEE8rxTrsEUS9Yd3IR5RXi6O5mfCWesyVe0NKvUpKrA4YFZyAi3AlpuSW,pvqil1x0vr4v3riipu26mcbbjjylumymgynccsotkkpscfvgcuunmexrp5hudhh8uawuvhxv9bg3lu5ual6r5pifzhvbyh0qnyxsnud4bicbdl3dosxvz,Compressocrat
6Can6yHzdv70dzpczzpB1axciUH4PfPOBr1aNILha3nLcLhkdZVpObjxibMqvkSmX8DWxKDSMxo2hKP0lzcdNTIBci39Dw608F7sQuqZrOL8icusVJ9MsSs7voGfhJbOJhTJMywOwHns412sW,6fdq6bkcgy70gcsfccse1daflxk4sisreu1dqlokd3qofokngcysremaleptynvpa8gzangvpar2kns0ocfgqwlefl39gz608i7vtxtcuro8lfxvym9pvvv7yrjikmermkwmpbzrzkqv412vz,Compressocrat
apZAgZA1itIBbCasC3OjWA56zbimwZexGxbex9mRaeCoRUO8fBFZguBdwHCKdxilqtenpLutCKqdTy9qUVxngRZuS86DLduUDhK7VfWP7HOKIzB9V7t2TzLnBvy4hJpm4uTMFq,dscdjcd1lwleefdvf3rmzd56celpzchajaeha9pudhfruxr8ieicjxegzkfngalotwhqsoxwfntgwb9txyaqjucxv86gogxxgkn7yizs7krnlce9y7w2wcoqeyb4kmsp4xwpit,Compressocrat
2aZPgKlkbMxBFpnm20jSTMSEnYRinK3zsqcl3J6iupWk0z7Z59DyN3LPlqkCE6pN7TkoUI3vPjcipRlbKgqSaeBNmoWZlHrsin9tFQeMLHj4MaZREv0u3fv1rSvi5,2dcsjnonepaeisqp20mvwpvhqbulqn3cvtfo3m6lxszn0c7c59gbq3osotnfh6sq7wnrxl3ysmflsuoenjtvdheqprzcokuvlq9withpokm4pdcuhy0x3iy1uvyl5,Compressocrat
nRjlXWBOUXj6iFCDDnn8eA4UGS9c9zz7tUEb7ZCanJxdpyZcvNukNGYtiOsfU0cOEYTtUdi5FrbRP3BEYWxGkBDAixK7a17B1ka1cpTzmZGQwO2YZ8z49Yq8AUesK,nDzyURKZAF9dsrizq jntcc3aQeUUCGUGa8 BA7kTW1Y 69Ji5Dp9 Czpfbxm8 RD7Z0P7GUlnUvOB1wsicxOFATY jSntiBc4 O4ZNtxkZ XGaYdk1z WebuYYB2 X8ENEE7OK,Complete Columnar Transposition
